2023-03-12 19:55:34,898 - mylog - INFO - RINAS AIRPORT,里纳斯机场,TIRANA,地拉那,ALBANIA,阿尔巴尼亚,TIA,
2023-03-12 19:56:50,282 - mylog - INFO - LISMORE AIRPORT,利斯莫尔机场,LISMORE,利斯莫尔,AUSTRALIA,澳大利亚,LSY,
2023-03-12 19:56:50,389 - mylog - INFO - LATROBE AIRPORT,拉特罗布机场,LATROBE,拉特罗布,AUSTRALIA,澳大利亚,LTB,
2023-03-12 19:56:50,535 - mylog - INFO - LYNDHURST AIRPORT,林德赫斯特机场,LYNDHURST,林德赫斯特,AUSTRALIA,澳大利亚,LTP,
2023-03-12 19:56:50,647 - mylog - INFO - LOTUSVALE AIRPORT,洛特斯韦尔机场,LOTUSVALE,洛特斯韦尔（迈拉韦尔）,AUSTRALIA,澳大利亚,LTV,
2023-03-12 19:56:50,759 - mylog - INFO - LOTUSVALE AIRPORT,洛特斯韦尔机场,LOTUSVALE,洛特斯韦尔（迈拉韦尔）,AUSTRALIA,澳大利亚,LTV,
2023-03-12 19:56:50,871 - mylog - INFO - LAURA STATION AIRPORT,,LAURA STATION,,AUSTRALIA,澳大利亚,LUT,
2023-03-12 19:56:50,993 - mylog - INFO - LAURA AIRPORT,劳拉机场,LAURA,劳拉,AUSTRALIA,澳大利亚,LUU,
2023-03-12 19:56:51,104 - mylog - INFO - LAVERTON AIRPORT,拉弗顿机场,LAVERTON,拉弗顿,AUSTRALIA,澳大利亚,LVO,
2023-03-12 19:56:51,205 - mylog - INFO - LAWN HILL AIRPORT,朗希尔机场,LAWN HILL,朗希尔,AUSTRALIA,澳大利亚,LWH,
2023-03-12 19:56:51,326 - mylog - INFO - LADY ELLIOT ISLAND AIRPORT,埃利奥特夫人岛机场,LADY ELLIOT ISLAND,埃利奥特夫人岛,AUSTRALIA,澳大利亚,LYT,
2023-03-12 19:56:51,452 - mylog - INFO - LIZARD ISLAND AIRPORT,利泽德岛机场,LIZARD ISLAND,利泽德岛,AUSTRALIA,澳大利亚,LZR,
2023-03-12 19:56:51,567 - mylog - INFO - MARBLE BAR AIRPORT,马布尔巴机场,MARBLE BAR,马布尔巴,AUSTRALIA,澳大利亚,MBB,
2023-03-12 19:56:51,678 - mylog - INFO - MOUNT BUFFALO AIRPORT,摩布法罗机场,MOUNT BUFFALO,摩布法罗,AUSTRALIA,澳大利亚,MBF,
2023-03-12 19:56:51,805 - mylog - INFO - MARYBOROUGH AIRPORT,马里伯勒机场,MARYBOROUGH,马里伯勒,AUSTRALIA,澳大利亚,MBH,
2023-03-12 19:56:51,922 - mylog - INFO - MT. BARNETT AIRPORT,巴尼特山机场,MOUNT BARNETT,巴尼特山,AUSTRALIA,澳大利亚,MBN,
2023-03-12 19:56:52,035 - mylog - INFO - MOORABBIN AIRPORT,穆拉宾机场,MOORABBIN,穆拉宾,AUSTRALIA,澳大利亚,MBW,
2023-03-12 19:56:52,143 - mylog - INFO - MCARTHUR RIVER AIRPORT,麦克阿瑟河机场,MCARTHUR RIVER,麦克阿瑟河,AUSTRALIA,澳大利亚,MCV,
2023-03-12 19:56:52,256 - mylog - INFO - MAROOCHYDORE AIRPORT,阳光海岸机场,SUNSHINE COAST,桑夏恩海岸,AUSTRALIA,澳大利亚,MCY,
2023-03-12 19:56:52,366 - mylog - INFO - ESSENDON AIRPORT,埃森登机场,MELBOURNE,墨尔本,AUSTRALIA,澳大利亚,MEB,
2023-03-12 19:56:52,475 - mylog - INFO - TULLAMARINE AIRPORT,墨尔本机场,MELBOURNE,墨尔本,AUSTRALIA,澳大利亚,MEL,
2023-03-12 19:56:52,584 - mylog - INFO - MORETON AIRPORT,莫顿机场,MORETON,莫顿,AUSTRALIA,澳大利亚,MET,
2023-03-12 19:56:52,705 - mylog - INFO - MOUNT FULL STOP AIRPORT,,MOUNT FULL STOP,,AUSTRALIA,澳大利亚,MFL,
2023-03-12 19:56:52,816 - mylog - INFO - MANNERS CREEK AIRPORT,马纳斯克里克机场,MANNERS CREEK,马纳斯克里克,AUSTRALIA,澳大利亚,MFP,
2023-03-12 19:56:52,927 - mylog - INFO - MOUNT GAMBIER AIRPORT,芒特甘比尔机场,MOUNT GAMBIER,芒特甘比尔,AUSTRALIA,澳大利亚,MGB,
2023-03-12 19:56:53,036 - mylog - INFO - MILINGIMBI AIRPORT,米林金比机场,MILINGIMBI,米林金比,AUSTRALIA,澳大利亚,MGT,
2023-03-12 19:56:53,143 - mylog - INFO - MARGARET RIVER STATION AIRPORT,,MARGARET RIVER STATION,马格丽特里弗,AUSTRALIA,澳大利亚,MGV,
2023-03-12 19:56:53,249 - mylog - INFO - MOUNT HOUSE AIRPORT,,MOUNT HOUSE,,AUSTRALIA,澳大利亚,MHO,
2023-03-12 19:56:53,359 - mylog - INFO - MOUNT HOTHAM AIRPORT,豪森山机场,MOUNT HOTHAM,豪森山,AUSTRALIA,澳大利亚,MHU,
2023-03-12 19:56:53,464 - mylog - INFO - MITCHELL PLATEAU AIRPORT,米切尔山口机场,MITCHELL PLATEAU,米切尔山口,AUSTRALIA,澳大利亚,MIH,
2023-03-12 19:56:53,578 - mylog - INFO - MERIMBULA AIRPORT,默里姆布拉机场,MERIMBULA,默里姆布拉,AUSTRALIA,澳大利亚,MIM,
2023-03-12 19:56:53,689 - mylog - INFO - MINNIPA AIRPORT,明尼帕机场,MINNIPA,明尼帕,AUSTRALIA,澳大利亚,MIN,
2023-03-12 19:56:53,808 - mylog - INFO - MAINORU AIRPORT,迈诺鲁机场,MAINORU,迈诺鲁,AUSTRALIA,澳大利亚,MIZ,
2023-03-12 19:56:53,919 - mylog - INFO - SHARK BAY AIRPORT,鲨鱼湾机场,MONKEY MIA,猴子美亚海滩,AUSTRALIA,澳大利亚,MJK,
2023-03-12 19:56:54,024 - mylog - INFO - MANJIMUP AIRPORT,曼吉马普机场,MANJIMUP,曼吉马普,AUSTRALIA,澳大利亚,MJP,
2023-03-12 19:56:54,129 - mylog - INFO - MEEKATHARRA AIRPORT,米卡萨拉机场,MEEKATHARRA,米卡萨拉,AUSTRALIA,澳大利亚,MKR,
2023-03-12 19:56:54,237 - mylog - INFO - MT. CAVENAGH AIRPORT,,MOUNT CAVENAGH,,AUSTRALIA,澳大利亚,MKV,
2023-03-12 19:56:54,352 - mylog - INFO - MACKAY AIRPORT,麦凯机场,MACKAY,麦凯,AUSTRALIA,澳大利亚,MKY,
2023-03-12 19:56:54,451 - mylog - INFO - MILLICENT AIRPORT,米利森特机场,MILLICENT,米利森特,AUSTRALIA,澳大利亚,MLR,
2023-03-12 19:56:54,562 - mylog - INFO - MERLUNA AIRPORT,默卢纳机场,MERLUNA,默卢纳,AUSTRALIA,澳大利亚,MLV,
2023-03-12 19:56:54,675 - mylog - INFO - MOUNT MAGNET AIRPORT,芒特马格尼特机场,MOUNT MAGNET,芒特马格尼特,AUSTRALIA,澳大利亚,MMG,
2023-03-12 19:56:54,787 - mylog - INFO - MIDDLEMOUNT AIRPORT,米德莱蒙机场,MIDDLEMOUNT,米德莱蒙,AUSTRALIA,澳大利亚,MMM,
2023-03-12 19:56:54,899 - mylog - INFO - MUNGERANNIE AIRPORT,芒杰兰尼机场,MUNGERANNIE,芒杰兰尼,AUSTRALIA,澳大利亚,MNE,
2023-03-12 19:56:55,008 - mylog - INFO - MANINGRIDA AIRPORT,马宁里达机场,MANINGRIDA,马宁里达,AUSTRALIA,澳大利亚,MNG,
2023-03-12 19:56:55,116 - mylog - INFO - MONTO AIRPORT,蒙托机场,MONTO,蒙托,AUSTRALIA,澳大利亚,MNQ,
2023-03-12 19:56:55,220 - mylog - INFO - MOUNTAIN VALLEY AIRPORT,,MOUNTAIN VALLEY,,AUSTRALIA,澳大利亚,MNV,
2023-03-12 19:56:55,317 - mylog - INFO - MACDONALD DOWNS AIRPORT,,MACDONALD DOWNS,,AUSTRALIA,澳大利亚,MNW,
2023-03-12 19:56:55,436 - mylog - INFO - MOOMBA AIRPORT,蒙巴机场,MOOMBA,蒙巴,AUSTRALIA,澳大利亚,MOO,
2023-03-12 19:56:55,576 - mylog - INFO - MORANBAH AIRPORT,莫兰巴机场,MORANBAH,莫兰巴,AUSTRALIA,澳大利亚,MOV,
2023-03-12 19:56:55,684 - mylog - INFO - MANDORA AIRPORT,曼多拉机场,MANDORA,曼多拉,AUSTRALIA,澳大利亚,MQA,
2023-03-12 19:56:55,787 - mylog - INFO - MARQUA AIRPORT,,MARQUA,,AUSTRALIA,澳大利亚,MQE,
2023-03-12 19:56:55,917 - mylog - INFO - MILDURA AIRPORT,米尔迪拉机场,MILDURA,米尔迪拉,AUSTRALIA,澳大利亚,MQL,
2023-03-12 19:56:56,029 - mylog - INFO - MARGARET RIVER AIRPORT,马格丽特里弗机场,MARGARET RIVER,马格丽特里弗,AUSTRALIA,澳大利亚,MQZ,
2023-03-12 19:56:56,135 - mylog - INFO - MAREEBA AIRPORT,马里巴机场,MAREEBA,马里巴,AUSTRALIA,澳大利亚,MRG,
2023-03-12 19:56:56,248 - mylog - INFO - MINERS LAKE AIRPORT,,MINERS LAKE,,AUSTRALIA,澳大利亚,MRL,
2023-03-12 19:56:56,355 - mylog - INFO - MARLA AIRPORT,马尔拉机场,MARLA,马尔拉,AUSTRALIA,澳大利亚,MRP,
2023-03-12 19:56:56,462 - mylog - INFO - MOROAK AIRPORT,,MOROAK,,AUSTRALIA,澳大利亚,MRT,
2023-03-12 19:56:56,576 - mylog - INFO - MOREE AIRPORT,莫里机场,MOREE,莫里,AUSTRALIA,澳大利亚,MRZ,
2023-03-12 19:56:56,682 - mylog - INFO - MOUNT SWAN AIRPORT,,MOUNT SWAN,,AUSTRALIA,澳大利亚,MSF,
2023-03-12 19:56:56,787 - mylog - INFO - MOUNT SANFORD AIRPORT,摩桑福德机场,MOUNT SANFORD,摩桑福德,AUSTRALIA,澳大利亚,MTD,
2023-03-12 19:56:56,911 - mylog - INFO - MAITLAND AIRPORT,梅特兰机场,MAITLAND,梅特兰,AUSTRALIA,澳大利亚,MTL,
2023-03-12 19:56:57,013 - mylog - INFO - MITCHELL AIRPORT,米切尔机场,MITCHELL,米切尔,AUSTRALIA,澳大利亚,MTQ,
2023-03-12 19:56:57,126 - mylog - INFO - MULGA PARK AIRPORT,,MULGA PARK,,AUSTRALIA,澳大利亚,MUP,
2023-03-12 19:56:57,232 - mylog - INFO - MUCCAN AIRPORT,马肯机场,MUCCAN,马肯,AUSTRALIA,澳大利亚,MUQ,
2023-03-12 19:56:57,342 - mylog - INFO - MACKSVILLE AIRPORT,麦克斯维尔机场,MACKSVILLE,麦克斯维尔,AUSTRALIA,澳大利亚,MVH,
2023-03-12 19:56:57,452 - mylog - INFO - MULKA AIRPORT,穆尔卡机场,MULKA,穆尔卡,AUSTRALIA,澳大利亚,MVK,
2023-03-12 19:56:57,561 - mylog - INFO - MUSGRAVE AIRPORT,马斯格雷夫机场,MUSGRAVE,马斯格雷夫,AUSTRALIA,澳大利亚,MVU,
2023-03-12 19:56:57,681 - mylog - INFO - MORAWA AIRPORT,莫拉瓦机场,MORAWA,莫拉瓦,AUSTRALIA,澳大利亚,MWB,
2023-03-12 19:56:57,805 - mylog - INFO - MOOLAWATANA AIRPORT,穆拉瓦塔纳机场,MOOLAWATANA,穆拉瓦塔纳,AUSTRALIA,澳大利亚,MWT,
2023-03-12 19:56:57,922 - mylog - INFO - MIRANDA DOWNS AIRPORT,米兰达机场,MIRANDA DOWNS,米兰达,AUSTRALIA,澳大利亚,MWY,
2023-03-12 19:56:58,038 - mylog - INFO - MARION DOWNS AIRPORT,,MARION DOWNS,,AUSTRALIA,澳大利亚,MXD,
2023-03-12 19:56:58,150 - mylog - INFO - MITCHELL RIVER AIRPORT,米切尔河机场,MITCHELL RIVER,米切尔河,AUSTRALIA,澳大利亚,MXQ,
2023-03-12 19:56:58,267 - mylog - INFO - MULLEWA AIRPORT,马勒瓦机场,MULLEWA,马勒瓦,AUSTRALIA,澳大利亚,MXU,
2023-03-12 19:56:58,413 - mylog - INFO - MORUYA AIRPORT,莫鲁亚机场,MORUYA,莫鲁亚,AUSTRALIA,澳大利亚,MYA,
2023-03-12 19:56:58,533 - mylog - INFO - MURRAY ISLAND AIRPORT,默里群岛机场,MURRAY ISLAND,默里群岛,AUSTRALIA,澳大利亚,MYI,
2023-03-12 19:56:58,643 - mylog - INFO - MYROODAH AIRPORT,,MYROODAH,,AUSTRALIA,澳大利亚,MYO,
2023-03-12 19:56:58,765 - mylog - INFO - NARRABRI AIRPORT,纳拉布里机场 ,NARRABRI,纳拉布里,AUSTRALIA,澳大利亚,NAA,
2023-03-12 19:56:58,864 - mylog - INFO - NARACOORTE AIRPORT,纳拉库特机场,NARACOORTE,纳拉库特,AUSTRALIA,澳大利亚,NAC,
2023-03-12 19:56:58,975 - mylog - INFO - NAMBUCCA HEADS AIRPORT,楠巴卡黑兹机场,NAMBUCCA HEADS,楠巴卡黑兹,AUSTRALIA,澳大利亚,NBH,
2023-03-12 19:56:59,102 - mylog - INFO - NAMBOUR AIRPORT,楠普拉机场,NAMBOUR,楠普拉,AUSTRALIA,澳大利亚,NBR,
2023-03-12 19:56:59,212 - mylog - INFO - SANDSTONE AIRPORT,砂岩机场,SANDSTONE,砂岩,AUSTRALIA,澳大利亚,NDS,
2023-03-12 19:56:59,323 - mylog - INFO - YOUNG AIRPORT,扬（城）机场,YOUNG,扬（城）,AUSTRALIA,澳大利亚,NGA,
2023-03-12 19:56:59,433 - mylog - INFO - NIFTY AIRPORT,尼夫蒂机场,NIFTY,尼夫蒂,AUSTRALIA,澳大利亚,NIF,
2023-03-12 19:56:59,538 - mylog - INFO - NOONKANBAH AIRPORT,农坎巴机场,NOONKANBAH,农坎巴,AUSTRALIA,澳大利亚,NKB,
2023-03-12 19:56:59,647 - mylog - INFO - DARNLEY ISLAND AIRPORT,达恩利岛机场,DARNLEY ISLAND,达恩利岛,AUSTRALIA,澳大利亚,NLF,
2023-03-12 19:56:59,760 - mylog - INFO - NULLAGINE AIRPORT,纳拉金机场,NULLAGINE,纳拉金,AUSTRALIA,澳大利亚,NLL,
2023-03-12 19:56:59,888 - mylog - INFO - NICHOLSON AIRPORT,尼科尔森机场,NICHOLSON,尼科尔森,AUSTRALIA,澳大利亚,NLS,
2023-03-12 19:56:59,997 - mylog - INFO - NEW MOON AIRPORT,,NEW MOON,,AUSTRALIA,澳大利亚,NMP,
2023-03-12 19:57:00,102 - mylog - INFO - NAPPAMERRY AIRPORT,纳帕默里机场,NAPPAMERRY,纳帕默里,AUSTRALIA,澳大利亚,NMR,
2023-03-12 19:57:00,229 - mylog - INFO - NOWRA AIRPORT,瑙拉机场,NOWRA,瑙拉,AUSTRALIA,澳大利亚,NOA,
2023-03-12 19:57:00,342 - mylog - INFO - NAPPERBY AIRPORT,纳珀比机场,NAPPERBY,纳珀比,AUSTRALIA,澳大利亚,NPP,
2023-03-12 19:57:00,458 - mylog - INFO - NARRANDERA AIRPORT,纳兰德拉机场,NARRANDERA,纳兰德拉,AUSTRALIA,澳大利亚,NRA,
2023-03-12 19:57:00,569 - mylog - INFO - NARROGIN AIRPORT,纳罗金机场,NARROGIN,纳罗金,AUSTRALIA,澳大利亚,NRG,
2023-03-12 19:57:00,663 - mylog - INFO - NEWRY AIRPORT,纽立机场,NEWRY,纽立,AUSTRALIA,澳大利亚,NRY,
2023-03-12 19:57:00,773 - mylog - INFO - NOOSA AIRPORT,努萨机场,NOOSA,努萨,AUSTRALIA,澳大利亚,NSA,
2023-03-12 19:57:00,888 - mylog - INFO - NORSEMAN AIRPORT,诺斯曼机场,NORSEMAN,诺斯曼,AUSTRALIA,澳大利亚,NSM,
2023-03-12 19:57:00,998 - mylog - INFO - SCONE AIRPORT,斯昆机场,SCONE,斯昆,AUSTRALIA,澳大利亚,NSO,
2023-03-12 19:57:01,108 - mylog - INFO - NOOSAVILLE AIRPORT,努萨维勒机场,NOOSAVILLE,努萨维勒,AUSTRALIA,澳大利亚,NSV,
2023-03-12 19:57:01,219 - mylog - INFO - WILLIAMTOWN AIRPORT,威廉斯敦机场,NEWCASTLE,纽卡斯尔,AUSTRALIA,澳大利亚,NTL,
2023-03-12 19:57:01,335 - mylog - INFO - NORMANTON AIRPORT,诺曼顿机场,NORMANTON,诺曼顿,AUSTRALIA,澳大利亚,NTN,
2023-03-12 19:57:01,438 - mylog - INFO - NUMBULWAR AIRPORT,纳姆布瓦尔机场,NUMBULWAR,纳姆布瓦尔,AUSTRALIA,澳大利亚,NUB,
2023-03-12 19:57:01,572 - mylog - INFO - NULLARBOR AIRPORT,妞拉伯机场,NULLARBOR,妞拉伯,AUSTRALIA,澳大利亚,NUR,
2023-03-12 19:57:01,690 - mylog - INFO - NYNGAN AIRPORT,宁根机场,NYNGAN,宁根,AUSTRALIA,澳大利亚,NYN,
2023-03-12 19:57:01,811 - mylog - INFO - SPRINGHILL AIRPORT,,ORANGE,奥兰治,AUSTRALIA,澳大利亚,OAG,
2023-03-12 19:57:01,922 - mylog - INFO - OBAN AIRPORT,欧邦机场,OBAN,欧邦,AUSTRALIA,澳大利亚,OBA,
2023-03-12 19:57:02,038 - mylog - INFO - OODNADATTA AIRPORT,乌德纳达塔机场,OODNADATTA,乌德纳达塔,AUSTRALIA,澳大利亚,ODD,
2023-03-12 19:57:02,144 - mylog - INFO - CORDILLO DOWNS AIRPORT,科迪洛机场,CORDILLO DOWNS,科迪洛,AUSTRALIA,澳大利亚,ODL,
2023-03-12 19:57:02,256 - mylog - INFO - ORD RIVER AIRPORT,奥德河机场,ORD RIVER,奥德河,AUSTRALIA,澳大利亚,ODR,
2023-03-12 19:57:02,350 - mylog - INFO - FRASER ISLAND AIRPORT,弗雷泽岛机场,ORCHID BEACH,奥尔奇德比奇,AUSTRALIA,澳大利亚,OKB,
2023-03-12 19:57:02,475 - mylog - INFO - YORKE ISLAND AIRPORT,约克岛机场,YORKE ISLAND,约克岛,AUSTRALIA,澳大利亚,OKR,
2023-03-12 19:57:02,587 - mylog - INFO - OAKEY AIRPORT,奥基机场,OAKEY,奥基,AUSTRALIA,澳大利亚,OKY,
2023-03-12 19:57:02,702 - mylog - INFO - OLYMPIC DAM AIRPORT,奥林匹克旦姆机场,OLYMPIC DAM,奥林匹克旦姆,AUSTRALIA,澳大利亚,OLP,
2023-03-12 19:57:02,807 - mylog - INFO - MORNINGTON AIRPORT,莫宁顿机场,MORNINGTON,莫宁顿,AUSTRALIA,澳大利亚,ONG,
2023-03-12 19:57:02,921 - mylog - INFO - MONKIRA AIRPORT,蒙基拉机场,MONKIRA,蒙基拉,AUSTRALIA,澳大利亚,ONR,
2023-03-12 19:57:03,048 - mylog - INFO - ONSLOW AIRPORT,昂斯洛机场,ONSLOW,昂斯洛,AUSTRALIA,澳大利亚,ONS,
2023-03-12 19:57:03,171 - mylog - INFO - COOLANGATTA AIRPORT,戈尔德科斯特机场,COOLANGATTA,戈尔德科斯特,AUSTRALIA,澳大利亚,OOL,
2023-03-12 19:57:03,280 - mylog - INFO - COOMA AIRPORT,库马机场,COOMA,库马,AUSTRALIA,澳大利亚,OOM,
2023-03-12 19:57:03,386 - mylog - INFO - MOORABERREE AIRPORT,穆拉贝里机场,MOORABERREE,穆拉贝里,AUSTRALIA,澳大利亚,OOR,
2023-03-12 19:57:03,504 - mylog - INFO - OENPELLI AIRPORT,昂佩利机场,OENPELLI,昂佩利,AUSTRALIA,澳大利亚,OPI,
2023-03-12 19:57:03,613 - mylog - INFO - YORKTOWN AIRPORT,约克镇机场,YORKTOWN,约克镇,AUSTRALIA,澳大利亚,ORR,
2023-03-12 19:57:03,718 - mylog - INFO - WATERPORT AIRPORT,水港机场,ORPHEUS ISLAND,奥普霍伊斯群岛,AUSTRALIA,澳大利亚,ORS,
2023-03-12 19:57:03,826 - mylog - INFO - ORIENTOS AIRPORT,奥林托斯机场,ORIENTOS,奥林托斯,AUSTRALIA,澳大利亚,OXO,
2023-03-12 19:57:03,937 - mylog - INFO - MORNEY AIRPORT,莫尼机场,MORNEY,莫尼,AUSTRALIA,澳大利亚,OXY,
2023-03-12 19:57:04,038 - mylog - INFO - OUYEN AIRPORT,奥廷机场,OUYEN,奥廷,AUSTRALIA,澳大利亚,OYN,
2023-03-12 19:57:04,147 - mylog - INFO - PARABURDOO AIRPORT,帕拉布尔杜机场,PARABURDOO,帕拉布尔杜,AUSTRALIA,澳大利亚,PBO,
2023-03-12 19:57:04,257 - mylog - INFO - PANDIE PANDIE AIRPORT,潘迪潘迪机场,PANDIE PANDIE,潘迪潘迪,AUSTRALIA,澳大利亚,PDE,
2023-03-12 19:57:04,360 - mylog - INFO - PARNDANA AIRPORT,潘德纳机场,PARNDANA,潘德纳,AUSTRALIA,澳大利亚,PDN,
2023-03-12 19:57:04,488 - mylog - INFO - PENNESHAW AIRPORT,彭讷肖机场,PENNESHAW,彭讷肖,AUSTRALIA,澳大利亚,PEA,
2023-03-12 19:57:04,601 - mylog - INFO - PEPPIMENARTI AIRPORT,,PEPPIMENARTI,,AUSTRALIA,澳大利亚,PEP,
2023-03-12 19:57:04,711 - mylog - INFO - PERTH AIRPORT,珀斯机场,PERTH,珀斯,AUSTRALIA,澳大利亚,PER,
2023-03-12 19:57:04,834 - mylog - INFO - PENONG AIRPORT,,PENONG,,AUSTRALIA,澳大利亚,PEY,
2023-03-12 19:57:04,936 - mylog - INFO - PORT HEDLAND AIRPORT,黑德兰港机场,PORT HEDLAND,黑德兰港,AUSTRALIA,澳大利亚,PHE,
2023-03-12 19:57:05,074 - mylog - INFO - PORT HUNTER AIRPORT,亨特港机场,PORT HUNTER,亨特港,AUSTRALIA,澳大利亚,PHJ,
2023-03-12 19:57:05,190 - mylog - INFO - PARKES AIRPORT,帕克斯机场,PARKES,帕克斯,AUSTRALIA,澳大利亚,PKE,
2023-03-12 19:57:05,292 - mylog - INFO - PORT KEATS AIRPORT,基茨港机场,PORT KEATS,基茨港,AUSTRALIA,澳大利亚,PKT,
2023-03-12 19:57:05,400 - mylog - INFO - PORT LINCOLN AIRPORT,林肯港机场,PORT LINCOLN,林肯港,AUSTRALIA,澳大利亚,PLO,
2023-03-12 19:57:05,510 - mylog - INFO - PALM ISLAND AIRPORT,帕姆群岛机场,PALM ISLAND,帕姆群岛,AUSTRALIA,澳大利亚,PMK,
2023-03-12 19:57:05,619 - mylog - INFO - PORT PIRIE AIRPORT,皮里港机场,PORT PIRIE,皮里港,AUSTRALIA,澳大利亚,PPI,
2023-03-12 19:57:05,735 - mylog - INFO - WHITSUNDAY COAST AIRPORT,,PROSERPINE,普罗瑟派恩,AUSTRALIA,澳大利亚,PPP,
2023-03-12 19:57:05,842 - mylog - INFO - PORT MACQUARIE AIRPORT,麦奈里港机场 ,PORT MACQUARIE,麦奈里港,AUSTRALIA,澳大利亚,PQQ,
2023-03-12 19:57:05,949 - mylog - INFO - PARDOO AIRPORT,,PARDOO,,AUSTRALIA,澳大利亚,PRD,
2023-03-12 19:57:06,065 - mylog - INFO - PORT STEPHENS AIRPORT,斯蒂芬斯港机场,PORT STEPHENS,斯蒂芬斯港,AUSTRALIA,澳大利亚,PTE,
2023-03-12 19:57:06,179 - mylog - INFO - PORT DOUGLAS AIRPORT,道格拉斯港机场,PORT DOUGLAS,道格拉斯港,AUSTRALIA,澳大利亚,PTI,
2023-03-12 19:57:06,300 - mylog - INFO - PORTLAND AIRPORT,波特兰机场,PORTLAND,波特兰,AUSTRALIA,澳大利亚,PTJ,
2023-03-12 19:57:06,406 - mylog - INFO - PORT AUGUSTA AIRPORT,奥古斯塔港机场,PORT AUGUSTA,奥古斯塔港,AUSTRALIA,澳大利亚,PUG,
2023-03-12 19:57:06,499 - mylog - INFO - NARROMINE,,NARROMINE,纳罗迈恩,AUSTRALIA,澳大利亚,QRM,
2023-03-12 19:57:06,614 - mylog - INFO - WARREN,,WARREN,沃伦,AUSTRALIA,澳大利亚,QRR,
2023-03-12 19:57:06,723 - mylog - INFO - RAMINGINING AIRPORT,拉明吉宁机场,RAMINGINING,拉明吉宁,AUSTRALIA,澳大利亚,RAM,
2023-03-12 19:57:06,838 - mylog - INFO - ROBINVALE AIRPORT,罗宾韦尔机场,ROBINVALE,罗宾韦尔,AUSTRALIA,澳大利亚,RBC,
2023-03-12 19:57:06,942 - mylog - INFO - ORBOST AIRPORT,奥尔博斯特机场,ORBOST,奥尔博斯特,AUSTRALIA,澳大利亚,RBS,
2023-03-12 19:57:07,048 - mylog - INFO - ROEBOURNE AIRPORT,罗伯恩机场,ROEBOURNE,罗伯恩,AUSTRALIA,澳大利亚,RBU,
2023-03-12 19:57:07,154 - mylog - INFO - RICHMOND AIRPORT,里士满机场,RICHMOND,里士满,AUSTRALIA,澳大利亚,RCM,
2023-03-12 19:57:07,261 - mylog - INFO - AMERICAN RIVER AIRPORT,亚美利加河机场,AMERICAN RIVER,亚美利加河,AUSTRALIA,澳大利亚,RCN,
2023-03-12 19:57:07,365 - mylog - INFO - ROCKHAMPTON DOWNS AIRPORT,罗克汉普顿机场,ROCKHAMPTON DOWNS,罗克汉普顿,AUSTRALIA,澳大利亚,RDA,
2023-03-12 19:57:07,480 - mylog - INFO - ROY HILL AIRPORT,罗伊希尔机场,ROY HILL,罗伊希尔,AUSTRALIA,澳大利亚,RHL,
2023-03-12 19:57:07,583 - mylog - INFO - ROKEBY AIRPORT,罗克比机场,ROKEBY,罗克比,AUSTRALIA,澳大利亚,RKY,
2023-03-12 19:57:07,707 - mylog - INFO - ROSELLA PLAINS AIRPORT,罗塞拉普拉托机场,ROSELLA PLAINS,罗塞拉普拉托,AUSTRALIA,澳大利亚,RLP,
2023-03-12 19:57:07,804 - mylog - INFO - ROMA AIRPORT,罗马机场,ROMA,罗马,AUSTRALIA,澳大利亚,RMA,
2023-03-12 19:57:07,923 - mylog - INFO - RENMARK AIRPORT,伦马克机场,RENMARK,伦马克,AUSTRALIA,澳大利亚,RMK,
2023-03-12 19:57:08,032 - mylog - INFO - ROBINHOOD AIRPORT,罗宾汉机场,ROBINHOOD,罗宾汉,AUSTRALIA,澳大利亚,ROH,
2023-03-12 19:57:08,148 - mylog - INFO - ROCKHAMPTON AIRPORT,罗克汉普顿机场,ROCKHAMPTON,罗克汉普顿,AUSTRALIA,澳大利亚,ROK,
2023-03-12 19:57:08,253 - mylog - INFO - ROPER BAR AIRPORT,,ROPER BAR,,AUSTRALIA,澳大利亚,RPB,
2023-03-12 19:57:08,359 - mylog - INFO - NGUKURR AIRPORT,努库尔机场,NGUKURR,努库尔,AUSTRALIA,澳大利亚,RPM,
2023-03-12 19:57:08,468 - mylog - INFO - ROPER VALLEY AIRPORT,罗珀瓦利机场,ROPER VALLEY,罗珀瓦利,AUSTRALIA,澳大利亚,RPV,
2023-03-12 19:57:08,583 - mylog - INFO - MARREE AIRPORT,马里机场,MARREE,马里,AUSTRALIA,澳大利亚,RRE,
2023-03-12 19:57:08,693 - mylog - INFO - ROBINSON RIVER AIRPORT,罗宾逊里弗机场,ROBINSON RIVER,罗宾逊里弗,AUSTRALIA,澳大利亚,RRV,
2023-03-12 19:57:08,802 - mylog - INFO - ROSEBERTH AIRPORT,罗斯伯斯机场,ROSEBERTH,罗斯伯斯,AUSTRALIA,澳大利亚,RSB,
2023-03-12 19:57:08,910 - mylog - INFO - AU-ROSE BAY AIRPORT,金玫瑰湾机场,SYDNEY,悉尼,AUSTRALIA,澳大利亚,RSE,
2023-03-12 19:57:09,015 - mylog - INFO - RUTLAND PLAINS AIRPORT,拉特兰普拉托机场,RUTLAND PLAINS,拉特兰普拉托,AUSTRALIA,澳大利亚,RTP,
